
id,company_name,title,category,description,location,min_salary,max_salary,skills,employment_type,work_type,commission_fee,commission_type,no_of_openings,status,hiring_need,created_at,updated_at,posted_by,assigned_to,shift_timings,language,min_experience,min_age,qualification,max_experience,max_age,location_link,tenure_in_days,street,area,city,pincode,keywords,company_id,company_logo_url,salary_mode,currency
d515af74-4b46-4337-aa9a-d7a93acd8dce,"Frankfinn Aviation Service Pvt Ltd.","Tele Counsellor- Domestic","BPO","Job Title: Tele Counsellor- Domestic Function:Call Centre  Working time: 10 am to 7 pm office hoursWorking Days: 6 Days working (Monday to Saturday) Week off:Sunday Fixed offMinimum Education: Graduate/Undergraduates also applicable (Minimum: 12th Pass out with result in hand.)Work Experience:Minimum 6 months  Age:18 yrs. – 34 yrs.Gender: Female/ MaleIndustry Exposure Required: Can communicate in basic English & Telugu fluently.Process:Lead Generation process Outbound Tele calling exposure is preferable Job Role • Make outgoing calls to students to brief them about Frankfinn courses and based on their interest, ask them to attend free career counselling sessions in Frankfinn institutes.• Follow up with the students in a timely manner to know the status of their visit.Compensation Band: Hike on current in hand salary of candidate-----Job Title: Tele Counsellor- Domestic Function:Call Centre  Working time: 10 am to 7 pm office hoursWorking Days: 6 Days working (Monday to Saturday) Week off:Sunday Fixed offMinimum Education: Graduate/Undergraduates also applicable (Minimum: 12th Pass out with result in hand.)Work Experience:Minimum 6 months  Age:18 yrs. – 34 yrs.Gender: Female/ MaleIndustry Exposure Required: Can communicate in basic English & Telugu fluently.Process:Lead Generation process Outbound Tele calling exposure is preferable Job Role • Make outgoing calls to students to brief them about Frankfinn courses and based on their interest, ask them to attend free career counselling sessions in Frankfinn institutes.• Follow up with the students in a timely manner to know the status of their visit.Compensation Band: Hike on current in hand salary of candidate","301,3rd Floor, Sai Datta Arcade, 3-6-517, Street Number 6, Sai Vihar, Advocates Colony, Himayatnagar, Hyderabad, 500029",18000,22000,"Basic Computer Knowledge, Sales, Customer Support","Permanent Employment (Full-time)","On Site",5000,"Fixed",10,"Open","Immediate","2024-09-10T06:52:39.000Z","2024-09-16T12:43:22.000Z","info@victaman.com",,"Day Shifts","English, Telugu",0.5,18,"12th",2,34,"https://maps.app.goo.gl/LKrT2c99qmLpftyG6",60,"301,3rd Floor, Sai Datta Arcade, 3-6-517, Street Number 6, Sai Vihar, Advocates Colony","Himayatnagar","Hyderabad","500029","Tele Counsellor jobs , Outbound call centre jobs, Telecaller roles, Frankfinn Aviation jobs, Domestic telecalling jobs, Tele Counsellor vacancies,","3b1c6c1b-bff1-4d08-8d9e-55e2c799763f","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/images.png-1722427577848","Monthly",",INR"
4e84cfc2-4a44-4b8b-8ab5-045b8cb00aa3,"Kanan International","Operations Executive","Education","Roles & Responsibilities : * Connecting to provided leads and associates for closures on the relevant products * Answers inquiries as needed or directs the inquiry to the person best able to answer.* Takes accurate and relevant information from the person enquiring and pitch what relevant offerings can be made. * Keeping a track on existing leads and their progress along with maintaining progress * Contributing ideas for marketing campaigns.* Involving in promotional activities like seminar and presentation to the students at Colleges/University * Experienced in Marketing & Sales * Experienced in Study Abroad field will be added advantage * Connecting to provided leads and associates for closures on the relevant products * Answers inquiries as needed or directs the inquiry to the person best able to answer.* Takes accurate and relevant information from the person enquiring and pitch what relevant offerings can be made. * Keeping a track on existing leads and their progress along with maintaining progress * Contributing ideas for marketing campaigns.* Involving in promotional activities like seminar and presentation to the students at Colleges/University * Experienced in Marketing & Sales * Experienced in Study Abroad field will be added advantage ","1374, 32nd E cross Rd, 4th T block East, Jayanagar, Bengaluru, 560041",30000,40000,"Sales, Marketing, Communication","Permanent Employment (Full-time)","On Site",5,"Percentage",1,"Open","Immediate","2024-09-03T09:43:49.000Z","2024-09-25T09:34:57.000Z","info@victaman.com",,"Day Shifts","English, Hindi, Kannada",1,22,"Graduation (10 + 2 + 3)",5,30,"https://t.ly/_NDqJ",90,"1374, 32nd E cross Rd, 4th T block East","Jayanagar ","Bengaluru","560041","Study Abroad Consultants in Jayanagar, Overseas Education Advisors Jayanagar Bangalore, Best Study Abroad Services Jayanagar, Marketing and Sales Jobs Jayanagar, Study Abroad Experts near Jayanagar, Jayanagar Study Abroad Fair, University Application Assistance Jayanagar, Overseas Studies Seminar Jayanagar, Jayanagar Educational Consultants, College Presentation Services Jayanagar, Study Abroad Scholarships Jayanagar Bangalore, Study Abroad Events Jayanagar, Jayanagar University Admissions Help, Best Study Abroad Counseling Jayanagar, International Education Consultants Jayanagar, Study Abroad Marketing Ideas Jayanagar, Student Visa Assistance Jayanagar Bangalore, Educational Seminars Jayanagar, Jayanagar University Visits, Overseas Study Guidance Jayanagar, Jayanagar Career Counseling, Study Abroad Counseling Events Jayanagar, Student Exchange Programs Jayanagar Bangalore, Jayanagar Education Abroad Experts, Overseas Study Promotional Activities Jayanagar, International Student Advisors Jayanagar, Study Abroad Marketing Campaigns Jayanagar, College/University Presentations Jayanagar, Study Abroad Lead Generation Jayanagar, Jayanagar Student Counseling for Study Abroad","881f480c-85fb-4e11-a8b9-055fe544ae15","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/Untitled.jpg-1725361839246","Monthly",",INR"
e0a535b5-4767-40e9-87ee-abcf7639ac03,"Cogent E Services Ltd","Outbound Tele Sales - Digital Officer","BPO","Department: Acquisition and Cross-Sell, Axis Virtual CenterJob Summary: As a Digital Officer (DO) in our outbound tele sales voice process, you will play a key role in driving sales through effective communication and persuasion skills. The role primarily involves engaging potential customers over the phone, promoting our digital products or services, and achieving sales targets. We are looking for candidates with excellent communication skills in English and Hindi or English and at least two other regional languages. Graduates from any domain with or without experience in sales or customer service, including those from banking processes, international BPO voice processes, financial services BPO, or any other relevant background, are encouraged to apply. Freshers who are enthusiastic about working in outbound sales are also welcome.Key Requirements:• Minimum Graduation qualification is mandatory.• Excellent communication skills in English and Hindi or English and at least 2 regional languages.• Experience in sales, customer service, or any BPO domain is desirable but not mandatory.• Candidates with any kind of experience or background are welcome to apply.• Ability to work in an outbound tele sales environment.• Willingness to work day shifts from Monday to Saturday.Responsibilities:• Conduct outbound calls to potential customers, introduce our digital products or services, and persuade them to make a purchase.• Achieve daily, weekly, and monthly sales targets as set by the organization.• Build rapport with customers, address their queries or concerns, and provide relevant information about our products or services.• Maintain accurate records of sales interactions, including customer details and sales outcomes, in the CRM system.• Continuously update product knowledge and sales techniques through training sessions and self-learning.• Collaborate with team members and sales managers to optimize sales strategies and processes.• Adhere to company policies, procedures, and compliance standards during sales interactions.• Provide feedback to the management team regarding customer preferences, market trends, and opportunities for improvement. Skills and Qualifications:• Excellent verbal communication skills in English and Hindi or English and at least 2 regional languages.• Strong interpersonal skills and ability to build rapport with customers.• Persuasive and negotiation skills to convert leads into sales.• Basic computer skills and familiarity with CRM software or systems.• Ability to work in a target-driven environment and achieve sales goals.• Flexibility to adapt to changing sales strategies and customer requirements.• Positive attitude, resilience, and willingness to learn and grow in a dynamic sales environment.Salary and Benefits:• Additional benefits and incentives based on performance.• Opportunities for career growth and advancement in the sales domain.","Prestige Shantiniketan, Thigalarapalya, Krishnarajapura, Whitefield, Bengaluru, 560067",19000,21000,"English, Excel, Sales","Permanent Employment (Full-time)","On Site",4000,"Fixed",150,"Open","Immediate","2024-09-02T13:50:17.000Z","2024-09-05T07:44:32.000Z","info@victaman.com",,"Day Shifts","English, Tamil, Kannada, Hindi",0,18,"Graduation (10 + 2 + 3)",5,30,"https://maps.app.goo.gl/UCZ9d5zepEhdgVQp8",60,"Prestige Shantiniketan, Thigalarapalya, Krishnarajapura","Whitefield","Bengaluru","560067","Outbound tele sales jobs Bangalore, Digital Officer job Bangalore, Tele sales voice process Bangalore, BPO jobs Whitefield, BPO jobs Marathahalli, Customer service jobs Bangalore, Sales jobs Bangalore, Banking process BPO jobs, Freshers BPO jobs Bangalore, BPO voice process Bangalore, Tele sales careers Bangalore, Digital sales jobs Bangalore, Hindi and English BPO jobs, Sales jobs for graduates Bangalore, Regional language BPO jobs, BPO jobs in financial services, Outbound sales jobs Bangalore, Customer support jobs Bangalore, BPO job openings Bangalore, Tele sales jobs Whitefield, Tele sales jobs Marathahalli, Freshers outbound sales jobs, Banking BPO jobs Bangalore, BPO jobs with incentives Bangalore, Day shift BPO jobs Bangalore, Sales career opportunities Bangalore, Tele calling jobs Bangalore, CRM experience BPO jobs, Sales jobs in digital products, Bangalore sales jobs with growth.","da9ef92c-9e7c-4646-b16f-2c68cd7c81ae","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/cogent.png-1720764277261","Monthly",",INR"
c1aab9b2-52f8-451b-a5f4-c00308af89bd,"Goformeet","Social Media & Content Creation Intern","Information Technology","At GoForMeet, we're dedicated to revolutionizing the way people connect through innovative solutions and engaging content. We're looking for a dynamic and creative Content Creation Intern to help us amplify our brand and reach through compelling visuals and social media strategies.Key Responsibilities:Video Editing: Assist in producing high-quality video content by editing raw footage, adding effects, and ensuring a polished final product for social media and marketing initiatives.Designing: Create eye-catching graphics, promotional materials, and visual assets that align with our brand identity and capture audience interest.Social Media Post Creation: Develop and schedule engaging posts, stories, and updates across various platforms to drive engagement and brand awareness.Qualifications:Proficiency in video editing software (e.g., Adobe Premiere Pro, Final Cut Pro).Experience with graphic design tools (e.g., Adobe Photoshop, Illustrator).Solid understanding of social media trends and best practices.Strong creativity, attention to detail, and ability to meet deadlines.Excellent communication and organizational skills.What We Offer:Valuable hands-on experience in a vibrant, innovative environment.Opportunities to contribute to meaningful projects and build your portfolio.Guidance and mentorship from industry professionals.If you're passionate about content creation and eager to make an impact, apply today with your resume and portfolio!","53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block, Koramangala, Bengaluru, 560034",10000,15000,"Social Media Marketing, Content Creation, Instagram, Reels Creation","Internship","On Site",0,"Fixed",2,"Open","Immediate","2024-08-25T08:02:48.000Z","2024-09-14T13:29:13.000Z","info@victaman.com",,"Day Shifts","English, Hindi",0,18,"Graduation (10 + 2 + 3)",3,30,"https://maps.google.com/maps?q=12.936508%2C77.6267459&z=17&hl=en",0,"53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block","Koramangala","Bengaluru","560034","Video Editing Internship Koramangala, Graphic Design Internship Bangalore, Content Creation Internship Koramangala, Social Media Content Intern Bangalore, Video Editing Jobs Koramangala, Graphic Design Jobs Bangalore, Social Media Internships Koramangala, Creative Content Internship Bangalore, Adobe Premiere Pro Intern Koramangala, Adobe Photoshop Intern Bangalore, Final Cut Pro Internship Koramangala, Visual Design Intern Bangalore, Social Media Management Internship Koramangala, Digital Content Intern Bangalore, Video Editing and Design Internship Koramangala, Graphic Design and Social Media Internship Bangalore, Creative Video Editing Jobs Koramangala, Content Development Intern Bangalore, Marketing Content Intern Koramangala, Graphic Design and Video Editing Jobs Bangalore, Social Media Strategy Intern Koramangala, Content Creation Jobs Bangalore, Visual Content Internship Koramangala, Creative Internships Bangalore, Media and Design Internship Koramangala, Video Content Creation Intern Bangalore, Design and Media Jobs Koramangala, Content and Social Media Intern Bangalore, Adobe Illustrator Internship Koramangala, Digital Media Intern Bangalore","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906",,
b4d4e9d9-9efa-4e5f-ac52-2e3a8f3b5f89,"Squadstack","Sales Call Center Agent","Insurance","Squadstack is looking for dynamic and motivated Sales Call Center Agents to join our team.The ideal candidates will be responsible for selling our insurance products, including Terminsurance, to prospective customers. As a Sales Call Center Agent, you will play a critical rolein driving revenue growth and ensuring customer satisfaction by providing exceptional serviceand support.Key Responsibilities:- Conduct outbound calls to prospective customers to introduce and sell insurance products(Term Insurance )- Understand customer's needs and provide tailored insurance solutions.- Explain the features, benefits, and terms of insurance products to customers.- Achieve and exceed sales targets and performance metrics.- Build and maintain strong customer relationships to encourage repeat business and referrals.- Follow up with leads generated through various marketing channels.- Stay up-to-date with industry trends and product knowledge to provide accurate information tocustomers.- Collaborate with the sales team to develop effective sales strategies and campaigns.Qualifications:- High school diploma or equivalent; a bachelor's degree in a related field is preferred.- Proven 1 Year experience in the insurance industry.- Excellent communication and interpersonal skills.- Strong negotiation and persuasion skills.- Ability to handle objections and close sales effectively.- Proficiency in using CRM software and other sales tools.- Ability to work in a fast-paced environment and meet deadlines.- Pearson Test of English (PTE) communication skills at level 4 or equivalent.Customer-focused with a commitment to providing high-quality service.*Benefits:*- Competitive salary with performance-based incentives.- Comprehensive training and development programs.- Opportunities for career advancement within the company.- A supportive and collaborative work environment.","D-18 First & 2nd Floor, Sector -3, Noida, 201301",13000,20000,"Spoken","Permanent Employment (Full-time)","On Site",3000,"Fixed",100,"Open","Immediate","2024-08-23T13:10:18.000Z","2024-09-02T08:06:47.000Z","info@victaman.com",,"Day Shifts","English, Hindi",0,18,"10th",5,30,"https://www.google.com/maps?q=28.5825,77.3188717&z=17&hl=en",60,"D-18 First & 2nd Floor","Sector -3","Noida ","201301","Noida BPO jobs, BPO sales agent Noida, Call center jobs Noida, Insurance sales Noida, Term insurance sales Noida, Sales call center Noida, Outbound call jobs Noida, Customer service BPO Noida, Insurance call center jobs Noida, Sales representative Noida, BPO career opportunities Noida, Call center agent Noida, BPO sales representative Noida, Noida insurance jobs, Call center sales Noida, BPO jobs for freshers Noida, Insurance sales executive Noida, Sales and customer service Noida, Noida call center openings, Insurance call center executive Noida, BPO jobs with training Noida, Sales call center executive Noida, Customer support BPO Noida, Insurance customer service Noida, Noida BPO vacancies, Call center sales jobs Noida, BPO jobs with incentives Noida, Insurance BPO careers Noida, Outbound sales jobs Noida, Call center jobs with growth Noida","f2db4fb0-715b-45fc-a121-3febea76a059","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/squadstack logo.jpg-1724418810006",,
54e2a943-b5cf-4ccd-b2f9-5eb9eb21da1e,"Shaadi.com","Team Lead - Telesales Hyderabad","ITES","Job Title: Team Lead - TelesalesLocation: 251/19/A, 3rd Floor, Jayalakshmi Towers, Motilal Nehru Nagar, Prakash Nagar, Begumpet, HyderabadNo. of Openings: 1About the Role:Shaadi.com is looking for a skilled and motivated Team Lead for our Telesales department in Hyderabad. This position requires leading a team focused on telesales and inside sales, driving performance, and achieving sales targets. The ideal candidate will have a strong background in B2C sales and voice processes, with a proven track record in hardcore sales leadership.Key Responsibilities:- Lead and manage a telesales team to meet and exceed sales goals.- Oversee daily operations, including call quality, productivity, and performance metrics.- Provide training, coaching, and support to team members to enhance their sales skills.- Monitor and analyze sales data to implement strategies for improvement.- Handle complex sales queries and resolve issues effectively.Qualifications:- Minimum of 2 years of team lead experience in telesales or inside sales with a focus on hardcore sales.- Excellent communication and leadership skills.- Ability to work in a rotational shift with 1 rotational off, from 10 AM to 7 PM.- HSC (Higher Secondary Certificate) or equivalent qualification.Salary: Up to ₹40,000 - ₹45,000 in hand.Interview Mode: Face-to-face interview. Please submit your resume for consideration.","251/19/A, 3rd Floor, Jayalakshmi Towers Motilal Nehru Nagar, Prakash Nagar, Begumpet, Hyderabad, 500016",40000,50000,"Sales","Permanent Employment (Full-time)","On Site",6,"Percentage",5,"Open","Immediate","2024-08-17T08:35:09.000Z","2024-09-14T13:29:57.000Z","info@victaman.com",,"Day Shifts","English",2,18,"12th",10,35,"https://maps.google.com/maps?q=17.4448865%2C78.4689732&z=17&hl=en",90,"251/19/A, 3rd Floor, Jayalakshmi Towers Motilal Nehru Nagar, Prakash Nagar","Begumpet","Hyderabad","500016","Team Lead Telesales Hyderabad, Telesales Team Lead Jobs, Inside Sales Team Lead Hyderabad, B2C Sales Team Lead, Shaadi.com Telesales Jobs, Hyderabad Telesales Team Lead, Team Lead Voice Process, Hardcore Sales Team Lead, Telesales Leadership Role, Team Lead Sales Hyderabad, Telesales Manager Hyderabad, Telesales Team Lead Position, Inside Sales Leadership Hyderabad, Team Lead Job Vacancies Hyderabad, Telesales Job Opportunities, Team Lead Sales Process Hyderabad, Team Lead B2C Sales, Sales Team Lead Hyderabad Jobs, Telesales Job Hyderabad, Team Lead Inbound Sales, Shaadi.com Hyderabad Careers, Team Lead Sales Job Description, Hyderabad Telesales Careers, Telesales Leadership Hyderabad, Team Lead Rotational Shift Hyderabad, Telesales TL Salary Hyderabad, Team Lead Sales Experience, Inside Sales Team Lead Position, Hyderabad Sales Leadership Jobs, Telesales TL Interview, Team Lead Sales Jobs in Hyderabad","77b2089a-57e1-4933-a089-0ac096ffb2ff","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/shaadi.png-1720763792790",,
380eff4f-bf17-4dd0-b655-17e3b9bd7d3f,"Shaadi.com","Team Lead - VIP Service Mumbai","ITES","Job Title: Team Lead - VIP ServiceLocation: Marwah Centre, 4th Floor, A & B Wing, Krishanlal Marwah Marg, Sakinaka, Andheri East, Mumbai (Behind Piknik Hotel)No. of Openings: 5 (1 Male for Night Shift / 4 Male and Female for Day Shift)About the Role: Shaadi.com is seeking experienced and dynamic individuals to join our team as Team Leads in the VIP Service department. This role involves overseeing a team of customer service representatives, ensuring excellent service delivery, and driving performance through effective leadership. You will be responsible for managing inbound and outbound customer interactions, focusing on renewals and upselling opportunities.Key Responsibilities:Lead and motivate a team to achieve and exceed service targets.Monitor and evaluate team performance, providing coaching and support.Handle complex customer queries and resolve issues efficiently.Implement strategies for effective upselling and renewals.Ensure adherence to service quality standards and processes.Qualifications:Minimum of 3 years of team lead experience in sales or service processes, with a proven track record in upselling.Strong customer service skills with a focus on enhancing client satisfaction.Ability to work in rotational shifts, including night shifts if required.HSC (Higher Secondary Certificate) or equivalent qualification.Salary: Up to ₹45,000 - ₹50,000 in hand.Interview Mode: Face-to-face at our office. Please submit your resume for consideration.","Marwah Centre, 4th Floor, A & B Wing, Krishanlal Marwah Marg, Sakinaka, Andheri East, Mumbai, 400072",50000,50000,"Communication","Permanent Employment (Full-time)","On Site",6,"Percentage",5,"Open","Immediate","2024-08-17T08:28:27.000Z","2024-09-14T13:30:28.000Z","info@victaman.com",,"Day Shifts","English",3,18,"12th",10,35,"https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=/maps/dir//shaadi.co m%2Bandheri%2Boffice/data%3D!4m6!4m5!1m1!4e2!1m2!1m1!1s0x3be7c97a11e12471:0xd40 cf691beb7c52d%3Fsa%3DX%26ved%3D1t:3061%26ictx%3D111&ved=2ahUKEwj3x7OuhJyHA xU7R2wGHRIkCKQQ9Rd6BAhBEAQ&usg=AOvVaw3eBZoQwSqdxPcsytlaoZoc",90,"Marwah Centre, 4th Floor, A & B Wing, Krishanlal Marwah Marg, Sakinaka","Andheri East","Mumbai","400072","Team Lead VIP Service, Team Lead Customer Service Mumbai, Shaadi.com Team Lead Jobs, Customer Service Team Lead, Team Lead Inbound Outbound Process, VIP Service Team Lead Mumbai, Sales Service Team Lead, Team Lead Renewals Shaadi.com, Team Lead Upselling Experience, Mumbai Team Lead Openings, Night Shift Team Lead Jobs, Day Shift Team Lead Jobs Mumbai, Team Lead Customer Support Mumbai, Team Lead Call Center, Customer Service Leadership Role, Shaadi.com Careers, Team Lead Position Mumbai, Team Lead Job Vacancies Mumbai, Customer Service Manager, Team Lead Sales Service Upsell, Team Lead Rotational Shifts, Team Lead Office Address Mumbai, VIP Customer Service Team Lead, Team Lead Job Description, Team Lead Recruitment Mumbai, Team Lead Customer Service Experience, Team Lead HSC Qualification, Customer Service Jobs Mumbai, Leadership Role Shaadi.com, Team Lead Career Opportunities","77b2089a-57e1-4933-a089-0ac096ffb2ff","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/shaadi.png-1720763792790",,
34b0e4d4-f2ff-432e-87b7-555f6764dc30,"Teleperformance Global Services Private Limited","DIALER - BPO","BPO","Responsibilities:• Outbound Call Management: Operate and manage an automated dialing system to efficiently contact a list of prospects or customers.• Inbound Call Handling: Receive and address inbound calls from customers, answering inquiries or transferring them to the appropriate department.• Call Scripting: Follow specific scripts during calls to ensure consistency and accuracy of information delivered to customers.• Data Management: Update and maintain customer information and call records in the database.• Compliance: Ensure all calls comply with the company's policies and relevant laws and regulations, such as the Do Not Call registry or telemarketing rules.• Performance Monitoring: Track call metrics and performance, such as call volume, call duration, and successful outcomes.• Reporting: Generate reports on call activity and performance for management review.• Team Collaboration: Work closely with team members and supervisors to achieve call targets and improve customer satisfaction. Qualifications:• Education: High school diploma or equivalent. A degree in communications or a related field is a plus.• Experience: Previous experience in a call center or customer service environment is preferred.• Technical Skills: Proficiency in using automated dialing systems and CRM software.• Communication Skills: Excellent verbal communication skills, with a clear and professional speaking voice.• Problem-Solving: Ability to handle customer concerns and resolve issues effectively.• Time Management: Strong organizational skills with the ability to multitask and manage time effectively.• Adaptability: Comfortable working in a fast-paced environment and adapting to new processes and technologies. Additional Skills:• Patience and Resilience: Ability to handle rejection and maintain a positive attitude.• Attention to Detail: Keen attention to details to ensure accuracy in data entry and call scripting.• Sales Skills: Basic sales skills may be beneficial, especially in telemarketing or sales-related roles.","Prestige Shantiniketan, Thigalarapalya, Krishnarajapura, Whitefield, Bengaluru, 560067",25000,30000,"Dialer","Permanent Employment (Full-time)","On Site",7,"Percentage",1,"Open","Immediate","2024-08-17T07:18:55.000Z","2024-09-14T13:31:09.000Z","info@victaman.com",,"Day Shifts","English",2,18,"Graduation (10 + 2 + 3)",8,40,"https://maps.app.goo.gl/UCZ9d5zepEhdgVQp8",90,"Prestige Shantiniketan, Thigalarapalya, Krishnarajapura","Whitefield","Bengaluru","560067","Outbound Call Management, Inbound Call Handling, Call Center Operations, Automated Dialing System, Customer Service Representative, Call Scripting, Data Management, CRM Software, Call Compliance, Telemarketing Regulations, Call Metrics Tracking, Performance Monitoring, Call Reporting, Team Collaboration in Call Centers, Customer Interaction Skills, High School Diploma Call Center, Communication Skills in Customer Service, Problem-Solving in Call Centers, Time Management Skills, Adaptability in Fast-Paced Environments, Call Center Experience, Sales Skills in Telemarketing, Call Center Technology Proficiency, Attention to Detail in Data Entry, Patience in Customer Service, Resilience in Telemarketing, Professional Speaking Voice, Customer Satisfaction Improvement, Call Center Performance Metrics, Call Center Team Dynamics","98eccd49-794e-4b22-8c93-67ff39ad5790","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/tp.png-1720769088752",,
762dc641-806c-4104-b6ea-e3717982c24a,"Allsec Technologies Limited","Retail VHB (Gross Debit) – Voice","BPO","Job Description: Accounts Receivable Specialist – VoiceWe are seeking an experienced Accounts Receivable Specialist with expertise in O2C processes to join our team. The ideal candidate will have a minimum of 2 years of experience in AR-related activities or cash application and possess strong knowledge in invoice processing, collections, cash/credit management, reconciliations, and write-offs. Familiarity with Accounts Payable is an added advantage.In this role, you will handle various aspects of accounts receivable via voice interactions, including managing and resolving queries, ensuring timely collections, and performing reconciliations. Proficiency in MS Excel and excellent communication skills, both written and verbal, are essential for this position.Key Responsibilities:- Manage and resolve accounts receivable queries via voice communication.- Handle invoice processing, collections, and cash/credit management.- Perform reconciliations and write-offs as required.- Utilize MS Excel for reporting and data management.- Ensure effective communication with clients and internal teams.Qualifications:- Minimum 2 years of experience in AR-related activities or cash application.- Strong knowledge of O2C processes.- Familiarity with Accounts Payable is a plus.- Proficient in MS Excel.- Excellent written and verbal communication skills in English.Additional Details:- Maximum CTC offered: ₹420,000 per annum.- Interview Rounds: HR discussion, Versant assessment test, Voice assessment interview, Ops interview.","Velachery Main Rd, Velachery, Chennai, 600042",30000,40000,"MS Excel","Permanent Employment (Full-time)","On Site",7000,"Fixed",20,"Open","Immediate","2024-08-16T14:32:30.000Z","2024-09-07T17:31:07.000Z","info@victaman.com",,"Night Shifts","Tamil",2,18,"Graduation (10 + 2 + 3)",10,35,"https://maps.app.goo.gl/ztmVZw1yFdr3Y72v9",60,"Velachery Main Rd","Velachery","Chennai","600042","Accounts Receivable Specialist, AR Collections Jobs, O2C Process Specialist, Invoice Processing Jobs, Cash Application Specialist, Accounts Receivable Voice Role, Accounts Receivable Experience, Collections and Reconciliation Jobs, AR Jobs Chennai, Accounts Receivable Voice Process, MS Excel Accounts Receivable, Cash Management Jobs, Accounts Payable Knowledge Jobs, Voice-Based AR Roles, Accounts Receivable CTC, Accounts Receivable Position Chennai, AR Cash Management Specialist, AR Collections and Reconciliation, Accounts Receivable Communication Skills, AR Voice Process Specialist, Accounts Receivable Data Management, Accounts Receivable Cash Application, Collections and AR Roles, O2C Specialist Jobs, Voice Collections Positions, Accounts Receivable Job Openings, AR Experience Required, Accounts Receivable Salary, Cash Management Specialist Jobs, Accounts Receivable Interview Process, AR Job Opportunities.","e90f92b0-2186-43a3-996b-c7f7cdd0fe3c","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/allsec.png-1720764027960",,
d7da0c83-7744-4ec5-8db9-b3c5c07ab6b9,"Allsec Technologies Limited","Accounts receivable Collections – Voice","BPO","Job Description: Accounts Receivable Collections – VoiceWe are looking for a skilled Accounts Receivable Collections professional to join our team. The ideal candidate will have a minimum of 1 year and 6 months of experience in AR collections and possess excellent written and oral communication skills. This role requires handling accounts receivable collections with a focus on voice interactions, primarily during the US shift.In this position, you will manage the collections process, conduct ageing reviews, and ensure effective email communication with clients. A strong understanding of Order to Cash (O2C) processes and AR collections is essential.Key Responsibilities:- Manage and follow up on outstanding accounts receivable via voice interactions.- Conduct ageing reviews to assess overdue accounts and prioritize collections.- Communicate effectively with clients to resolve payment issues and ensure timely collections.- Maintain professionalism in all email correspondence and collections activities.- Utilize knowledge of O2C processes to streamline collections and resolve disputes.Qualifications:- Minimum 1 year and 6 months of experience in AR collections.- Excellent written and oral communication skills.- Strong knowledge of O2C processes and AR collections.- Proficient in ageing review, email etiquette, and collections procedures.Additional Details:- Weekly 5 days working schedule.- US shift timings.- Maximum CTC offered: *420,000 per annum.","Velachery Main Rd, Velachery, Chennai, 600042",30000,40000,"AR collections","Permanent Employment (Full-time)","On Site",7,"Percentage",20,"Open","Immediate","2024-08-16T14:25:20.000Z","2024-09-07T17:31:34.000Z","info@victaman.com",,"Day Shifts","English",2,18,"Graduation (10 + 2 + 3)",10,35,"https://maps.app.goo.gl/ztmVZw1yFdr3Y72v9",90,"Velachery Main Rd ","Velachery","Chennai","600042","Accounts Receivable Collections, AR Collections Jobs, Accounts Receivable Jobs, Voice Collections Specialist, AR Collections Voice Role, Collections Jobs Chennai, Accounts Receivable Collection Specialist, AR Collections Experience, US Shift Collections Jobs, O2C Collections Roles, Accounts Receivable Voice Process, Collections Professional, AR Collections Knowledge, Ageing Review Collections, Accounts Receivable Communication Skills, Collections Jobs with CTC, Accounts Receivable Position, AR Collections Chennai, Voice Process Collections Jobs, Accounts Receivable Expertise, Collections Experience Required, AR Collections Email Etiquette, Accounts Receivable US Shift, Collections Knowledge Job, AR Collections Voice Position, Accounts Receivable Voice Role Chennai, Collections Job Openings, AR Collections Salary, Voice Collections Opportunities, Accounts Receivable CTC, AR Collections Recruitment.","e90f92b0-2186-43a3-996b-c7f7cdd0fe3c","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/allsec.png-1720764027960",,
